,TagName,DateTime,Value,vValue
0,temperature_heating_setpoint,2023-11-27 00:00:00+01:00,18.0,18.0
1,temperature_heating_setpoint,2023-11-27 00:10:00+01:00,18.0,18.0
2,temperature_heating_setpoint,2023-11-27 00:20:00+01:00,18.0,18.0
3,temperature_heating_setpoint,2023-11-27 00:30:00+01:00,18.0,18.0
4,temperature_heating_setpoint,2023-11-27 00:40:00+01:00,18.0,18.0
5,temperature_heating_setpoint,2023-11-27 00:50:00+01:00,18.0,18.0
6,temperature_heating_setpoint,2023-11-27 01:00:00+01:00,18.0,18.0
7,temperature_heating_setpoint,2023-11-27 01:10:00+01:00,18.0,18.0
8,temperature_heating_setpoint,2023-11-27 01:20:00+01:00,18.0,18.0
9,temperature_heating_setpoint,2023-11-27 01:30:00+01:00,18.0,18.0
10,temperature_heating_setpoint,2023-11-27 01:40:00+01:00,18.0,18.0
11,temperature_heating_setpoint,2023-11-27 01:50:00+01:00,18.0,18.0
12,temperature_heating_setpoint,2023-11-27 02:00:00+01:00,18.0,18.0
13,temperature_heating_setpoint,2023-11-27 02:10:00+01:00,18.0,18.0
14,temperature_heating_setpoint,2023-11-27 02:20:00+01:00,18.0,18.0
15,temperature_heating_setpoint,2023-11-27 02:30:00+01:00,18.0,18.0
16,temperature_heating_setpoint,2023-11-27 02:40:00+01:00,18.0,18.0
17,temperature_heating_setpoint,2023-11-27 02:50:00+01:00,18.0,18.0
18,temperature_heating_setpoint,2023-11-27 03:00:00+01:00,18.0,18.0
19,temperature_heating_setpoint,2023-11-27 03:10:00+01:00,18.0,18.0
20,temperature_heating_setpoint,2023-11-27 03:20:00+01:00,18.0,18.0
21,temperature_heating_setpoint,2023-11-27 03:30:00+01:00,18.0,18.0
22,temperature_heating_setpoint,2023-11-27 03:40:00+01:00,18.0,18.0
23,temperature_heating_setpoint,2023-11-27 03:50:00+01:00,18.0,18.0
24,temperature_heating_setpoint,2023-11-27 04:00:00+01:00,18.0,18.0
25,temperature_heating_setpoint,2023-11-27 04:10:00+01:00,18.0,18.0
26,temperature_heating_setpoint,2023-11-27 04:20:00+01:00,18.0,18.0
27,temperature_heating_setpoint,2023-11-27 04:30:00+01:00,18.0,18.0
28,temperature_heating_setpoint,2023-11-27 04:40:00+01:00,18.0,18.0
29,temperature_heating_setpoint,2023-11-27 04:50:00+01:00,18.0,18.0
30,temperature_heating_setpoint,2023-11-27 05:00:00+01:00,18.0,18.0
31,temperature_heating_setpoint,2023-11-27 05:10:00+01:00,18.0,18.0
32,temperature_heating_setpoint,2023-11-27 05:20:00+01:00,18.0,18.0
33,temperature_heating_setpoint,2023-11-27 05:30:00+01:00,18.0,18.0
34,temperature_heating_setpoint,2023-11-27 05:40:00+01:00,18.0,18.0
35,temperature_heating_setpoint,2023-11-27 05:50:00+01:00,18.0,18.0
36,temperature_heating_setpoint,2023-11-27 06:00:00+01:00,18.0,18.0
37,temperature_heating_setpoint,2023-11-27 06:10:00+01:00,21.0,21.0
38,temperature_heating_setpoint,2023-11-27 06:20:00+01:00,21.0,21.0
39,temperature_heating_setpoint,2023-11-27 06:30:00+01:00,21.0,21.0
40,temperature_heating_setpoint,2023-11-27 06:40:00+01:00,21.0,21.0
41,temperature_heating_setpoint,2023-11-27 06:50:00+01:00,21.0,21.0
42,temperature_heating_setpoint,2023-11-27 07:00:00+01:00,21.0,21.0
43,temperature_heating_setpoint,2023-11-27 07:10:00+01:00,21.0,21.0
44,temperature_heating_setpoint,2023-11-27 07:20:00+01:00,21.0,21.0
45,temperature_heating_setpoint,2023-11-27 07:30:00+01:00,21.0,21.0
46,temperature_heating_setpoint,2023-11-27 07:40:00+01:00,21.0,21.0
47,temperature_heating_setpoint,2023-11-27 07:50:00+01:00,21.0,21.0
48,temperature_heating_setpoint,2023-11-27 08:00:00+01:00,21.0,21.0
49,temperature_heating_setpoint,2023-11-27 08:10:00+01:00,21.0,21.0
50,temperature_heating_setpoint,2023-11-27 08:20:00+01:00,21.0,21.0
51,temperature_heating_setpoint,2023-11-27 08:30:00+01:00,21.0,21.0
52,temperature_heating_setpoint,2023-11-27 08:40:00+01:00,21.0,21.0
53,temperature_heating_setpoint,2023-11-27 08:50:00+01:00,21.0,21.0
54,temperature_heating_setpoint,2023-11-27 09:00:00+01:00,21.0,21.0
55,temperature_heating_setpoint,2023-11-27 09:10:00+01:00,21.0,21.0
56,temperature_heating_setpoint,2023-11-27 09:20:00+01:00,21.0,21.0
57,temperature_heating_setpoint,2023-11-27 09:30:00+01:00,21.0,21.0
58,temperature_heating_setpoint,2023-11-27 09:40:00+01:00,21.0,21.0
59,temperature_heating_setpoint,2023-11-27 09:50:00+01:00,21.0,21.0
60,temperature_heating_setpoint,2023-11-27 10:00:00+01:00,21.0,21.0
61,temperature_heating_setpoint,2023-11-27 10:10:00+01:00,21.0,21.0
62,temperature_heating_setpoint,2023-11-27 10:20:00+01:00,21.0,21.0
63,temperature_heating_setpoint,2023-11-27 10:30:00+01:00,21.0,21.0
64,temperature_heating_setpoint,2023-11-27 10:40:00+01:00,21.0,21.0
65,temperature_heating_setpoint,2023-11-27 10:50:00+01:00,21.0,21.0
66,temperature_heating_setpoint,2023-11-27 11:00:00+01:00,21.0,21.0
67,temperature_heating_setpoint,2023-11-27 11:10:00+01:00,21.0,21.0
68,temperature_heating_setpoint,2023-11-27 11:20:00+01:00,21.0,21.0
69,temperature_heating_setpoint,2023-11-27 11:30:00+01:00,21.0,21.0
70,temperature_heating_setpoint,2023-11-27 11:40:00+01:00,21.0,21.0
71,temperature_heating_setpoint,2023-11-27 11:50:00+01:00,21.0,21.0
72,temperature_heating_setpoint,2023-11-27 12:00:00+01:00,21.0,21.0
73,temperature_heating_setpoint,2023-11-27 12:10:00+01:00,21.0,21.0
74,temperature_heating_setpoint,2023-11-27 12:20:00+01:00,21.0,21.0
75,temperature_heating_setpoint,2023-11-27 12:30:00+01:00,21.0,21.0
76,temperature_heating_setpoint,2023-11-27 12:40:00+01:00,21.0,21.0
77,temperature_heating_setpoint,2023-11-27 12:50:00+01:00,21.0,21.0
78,temperature_heating_setpoint,2023-11-27 13:00:00+01:00,21.0,21.0
79,temperature_heating_setpoint,2023-11-27 13:10:00+01:00,21.0,21.0
80,temperature_heating_setpoint,2023-11-27 13:20:00+01:00,21.0,21.0
81,temperature_heating_setpoint,2023-11-27 13:30:00+01:00,21.0,21.0
82,temperature_heating_setpoint,2023-11-27 13:40:00+01:00,21.0,21.0
83,temperature_heating_setpoint,2023-11-27 13:50:00+01:00,21.0,21.0
84,temperature_heating_setpoint,2023-11-27 14:00:00+01:00,21.0,21.0
85,temperature_heating_setpoint,2023-11-27 14:10:00+01:00,21.0,21.0
86,temperature_heating_setpoint,2023-11-27 14:20:00+01:00,21.0,21.0
87,temperature_heating_setpoint,2023-11-27 14:30:00+01:00,21.0,21.0
88,temperature_heating_setpoint,2023-11-27 14:40:00+01:00,21.0,21.0
89,temperature_heating_setpoint,2023-11-27 14:50:00+01:00,21.0,21.0
90,temperature_heating_setpoint,2023-11-27 15:00:00+01:00,21.0,21.0
91,temperature_heating_setpoint,2023-11-27 15:10:00+01:00,21.0,21.0
92,temperature_heating_setpoint,2023-11-27 15:20:00+01:00,21.0,21.0
93,temperature_heating_setpoint,2023-11-27 15:30:00+01:00,21.0,21.0
94,temperature_heating_setpoint,2023-11-27 15:40:00+01:00,21.0,21.0
95,temperature_heating_setpoint,2023-11-27 15:50:00+01:00,21.0,21.0
96,temperature_heating_setpoint,2023-11-27 16:00:00+01:00,21.0,21.0
97,temperature_heating_setpoint,2023-11-27 16:10:00+01:00,21.0,21.0
98,temperature_heating_setpoint,2023-11-27 16:20:00+01:00,21.0,21.0
99,temperature_heating_setpoint,2023-11-27 16:30:00+01:00,21.0,21.0
100,temperature_heating_setpoint,2023-11-27 16:40:00+01:00,21.0,21.0
101,temperature_heating_setpoint,2023-11-27 16:50:00+01:00,21.0,21.0
102,temperature_heating_setpoint,2023-11-27 17:00:00+01:00,21.0,21.0
103,temperature_heating_setpoint,2023-11-27 17:10:00+01:00,21.0,21.0
104,temperature_heating_setpoint,2023-11-27 17:20:00+01:00,21.0,21.0
105,temperature_heating_setpoint,2023-11-27 17:30:00+01:00,21.0,21.0
106,temperature_heating_setpoint,2023-11-27 17:40:00+01:00,21.0,21.0
107,temperature_heating_setpoint,2023-11-27 17:50:00+01:00,21.0,21.0
108,temperature_heating_setpoint,2023-11-27 18:00:00+01:00,21.0,21.0
109,temperature_heating_setpoint,2023-11-27 18:10:00+01:00,21.0,21.0
110,temperature_heating_setpoint,2023-11-27 18:20:00+01:00,21.0,21.0
111,temperature_heating_setpoint,2023-11-27 18:30:00+01:00,21.0,21.0
112,temperature_heating_setpoint,2023-11-27 18:40:00+01:00,21.0,21.0
113,temperature_heating_setpoint,2023-11-27 18:50:00+01:00,21.0,21.0
114,temperature_heating_setpoint,2023-11-27 19:00:00+01:00,21.0,21.0
115,temperature_heating_setpoint,2023-11-27 19:10:00+01:00,18.0,18.0
116,temperature_heating_setpoint,2023-11-27 19:20:00+01:00,18.0,18.0
117,temperature_heating_setpoint,2023-11-27 19:30:00+01:00,18.0,18.0
118,temperature_heating_setpoint,2023-11-27 19:40:00+01:00,18.0,18.0
119,temperature_heating_setpoint,2023-11-27 19:50:00+01:00,18.0,18.0
120,temperature_heating_setpoint,2023-11-27 20:00:00+01:00,18.0,18.0
121,temperature_heating_setpoint,2023-11-27 20:10:00+01:00,18.0,18.0
122,temperature_heating_setpoint,2023-11-27 20:20:00+01:00,18.0,18.0
123,temperature_heating_setpoint,2023-11-27 20:30:00+01:00,18.0,18.0
124,temperature_heating_setpoint,2023-11-27 20:40:00+01:00,18.0,18.0
125,temperature_heating_setpoint,2023-11-27 20:50:00+01:00,18.0,18.0
126,temperature_heating_setpoint,2023-11-27 21:00:00+01:00,18.0,18.0
127,temperature_heating_setpoint,2023-11-27 21:10:00+01:00,18.0,18.0
128,temperature_heating_setpoint,2023-11-27 21:20:00+01:00,18.0,18.0
129,temperature_heating_setpoint,2023-11-27 21:30:00+01:00,18.0,18.0
130,temperature_heating_setpoint,2023-11-27 21:40:00+01:00,18.0,18.0
131,temperature_heating_setpoint,2023-11-27 21:50:00+01:00,18.0,18.0
132,temperature_heating_setpoint,2023-11-27 22:00:00+01:00,18.0,18.0
133,temperature_heating_setpoint,2023-11-27 22:10:00+01:00,18.0,18.0
134,temperature_heating_setpoint,2023-11-27 22:20:00+01:00,18.0,18.0
135,temperature_heating_setpoint,2023-11-27 22:30:00+01:00,18.0,18.0
136,temperature_heating_setpoint,2023-11-27 22:40:00+01:00,18.0,18.0
137,temperature_heating_setpoint,2023-11-27 22:50:00+01:00,18.0,18.0
138,temperature_heating_setpoint,2023-11-27 23:00:00+01:00,18.0,18.0
139,temperature_heating_setpoint,2023-11-27 23:10:00+01:00,18.0,18.0
140,temperature_heating_setpoint,2023-11-27 23:20:00+01:00,18.0,18.0
141,temperature_heating_setpoint,2023-11-27 23:30:00+01:00,18.0,18.0
142,temperature_heating_setpoint,2023-11-27 23:40:00+01:00,18.0,18.0
143,temperature_heating_setpoint,2023-11-27 23:50:00+01:00,18.0,18.0
144,temperature_heating_setpoint,2023-11-28 00:00:00+01:00,18.0,18.0
145,temperature_heating_setpoint,2023-11-28 00:10:00+01:00,18.0,18.0
146,temperature_heating_setpoint,2023-11-28 00:20:00+01:00,18.0,18.0
147,temperature_heating_setpoint,2023-11-28 00:30:00+01:00,18.0,18.0
148,temperature_heating_setpoint,2023-11-28 00:40:00+01:00,18.0,18.0
149,temperature_heating_setpoint,2023-11-28 00:50:00+01:00,18.0,18.0
150,temperature_heating_setpoint,2023-11-28 01:00:00+01:00,18.0,18.0
151,temperature_heating_setpoint,2023-11-28 01:10:00+01:00,18.0,18.0
152,temperature_heating_setpoint,2023-11-28 01:20:00+01:00,18.0,18.0
153,temperature_heating_setpoint,2023-11-28 01:30:00+01:00,18.0,18.0
154,temperature_heating_setpoint,2023-11-28 01:40:00+01:00,18.0,18.0
155,temperature_heating_setpoint,2023-11-28 01:50:00+01:00,18.0,18.0
156,temperature_heating_setpoint,2023-11-28 02:00:00+01:00,18.0,18.0
157,temperature_heating_setpoint,2023-11-28 02:10:00+01:00,18.0,18.0
158,temperature_heating_setpoint,2023-11-28 02:20:00+01:00,18.0,18.0
159,temperature_heating_setpoint,2023-11-28 02:30:00+01:00,18.0,18.0
160,temperature_heating_setpoint,2023-11-28 02:40:00+01:00,18.0,18.0
161,temperature_heating_setpoint,2023-11-28 02:50:00+01:00,18.0,18.0
162,temperature_heating_setpoint,2023-11-28 03:00:00+01:00,18.0,18.0
163,temperature_heating_setpoint,2023-11-28 03:10:00+01:00,18.0,18.0
164,temperature_heating_setpoint,2023-11-28 03:20:00+01:00,18.0,18.0
165,temperature_heating_setpoint,2023-11-28 03:30:00+01:00,18.0,18.0
166,temperature_heating_setpoint,2023-11-28 03:40:00+01:00,18.0,18.0
167,temperature_heating_setpoint,2023-11-28 03:50:00+01:00,18.0,18.0
168,temperature_heating_setpoint,2023-11-28 04:00:00+01:00,18.0,18.0
169,temperature_heating_setpoint,2023-11-28 04:10:00+01:00,18.0,18.0
170,temperature_heating_setpoint,2023-11-28 04:20:00+01:00,18.0,18.0
171,temperature_heating_setpoint,2023-11-28 04:30:00+01:00,18.0,18.0
172,temperature_heating_setpoint,2023-11-28 04:40:00+01:00,18.0,18.0
173,temperature_heating_setpoint,2023-11-28 04:50:00+01:00,18.0,18.0
174,temperature_heating_setpoint,2023-11-28 05:00:00+01:00,18.0,18.0
175,temperature_heating_setpoint,2023-11-28 05:10:00+01:00,18.0,18.0
176,temperature_heating_setpoint,2023-11-28 05:20:00+01:00,18.0,18.0
177,temperature_heating_setpoint,2023-11-28 05:30:00+01:00,18.0,18.0
178,temperature_heating_setpoint,2023-11-28 05:40:00+01:00,18.0,18.0
179,temperature_heating_setpoint,2023-11-28 05:50:00+01:00,18.0,18.0
180,temperature_heating_setpoint,2023-11-28 06:00:00+01:00,18.0,18.0
181,temperature_heating_setpoint,2023-11-28 06:10:00+01:00,21.0,21.0
182,temperature_heating_setpoint,2023-11-28 06:20:00+01:00,21.0,21.0
183,temperature_heating_setpoint,2023-11-28 06:30:00+01:00,21.0,21.0
184,temperature_heating_setpoint,2023-11-28 06:40:00+01:00,21.0,21.0
185,temperature_heating_setpoint,2023-11-28 06:50:00+01:00,21.0,21.0
186,temperature_heating_setpoint,2023-11-28 07:00:00+01:00,21.0,21.0
187,temperature_heating_setpoint,2023-11-28 07:10:00+01:00,21.0,21.0
188,temperature_heating_setpoint,2023-11-28 07:20:00+01:00,21.0,21.0
189,temperature_heating_setpoint,2023-11-28 07:30:00+01:00,21.0,21.0
190,temperature_heating_setpoint,2023-11-28 07:40:00+01:00,21.0,21.0
191,temperature_heating_setpoint,2023-11-28 07:50:00+01:00,21.0,21.0
192,temperature_heating_setpoint,2023-11-28 08:00:00+01:00,21.0,21.0
193,temperature_heating_setpoint,2023-11-28 08:10:00+01:00,21.0,21.0
194,temperature_heating_setpoint,2023-11-28 08:20:00+01:00,21.0,21.0
195,temperature_heating_setpoint,2023-11-28 08:30:00+01:00,21.0,21.0
196,temperature_heating_setpoint,2023-11-28 08:40:00+01:00,21.0,21.0
197,temperature_heating_setpoint,2023-11-28 08:50:00+01:00,21.0,21.0
198,temperature_heating_setpoint,2023-11-28 09:00:00+01:00,21.0,21.0
199,temperature_heating_setpoint,2023-11-28 09:10:00+01:00,21.0,21.0
200,temperature_heating_setpoint,2023-11-28 09:20:00+01:00,21.0,21.0
201,temperature_heating_setpoint,2023-11-28 09:30:00+01:00,21.0,21.0
202,temperature_heating_setpoint,2023-11-28 09:40:00+01:00,21.0,21.0
203,temperature_heating_setpoint,2023-11-28 09:50:00+01:00,21.0,21.0
204,temperature_heating_setpoint,2023-11-28 10:00:00+01:00,21.0,21.0
