,TagName,DateTime,Value,vValue
0,co2_sensor,2023-11-27 00:00:00+01:00,1816.9490352180865,1816.9490352180865
1,co2_sensor,2023-11-27 00:10:00+01:00,675.3159060671862,675.3159060671862
2,co2_sensor,2023-11-27 00:20:00+01:00,546.4946709402298,546.4946709402298
3,co2_sensor,2023-11-27 00:30:00+01:00,478.2489074429197,478.2489074429197
4,co2_sensor,2023-11-27 00:40:00+01:00,442.1631876172015,442.1631876172015
5,co2_sensor,2023-11-27 00:50:00+01:00,422.9281579016362,422.9281579016362
6,co2_sensor,2023-11-27 01:00:00+01:00,412.7989635106081,412.7989635106081
7,co2_sensor,2023-11-27 01:10:00+01:00,407.53445609685457,407.53445609685457
8,co2_sensor,2023-11-27 01:20:00+01:00,404.7687054046237,404.7687054046237
9,co2_sensor,2023-11-27 01:30:00+01:00,403.2584332600884,403.2584332600884
10,co2_sensor,2023-11-27 01:40:00+01:00,402.44226939485657,402.44226939485657
11,co2_sensor,2023-11-27 01:50:00+01:00,402.0197439845509,402.0197439845509
12,co2_sensor,2023-11-27 02:00:00+01:00,401.7784960343292,401.7784960343292
13,co2_sensor,2023-11-27 02:10:00+01:00,401.650214415829,401.650214415829
14,co2_sensor,2023-11-27 02:20:00+01:00,401.5758992124767,401.5758992124767
15,co2_sensor,2023-11-27 02:30:00+01:00,401.5325769889206,401.5325769889206
16,co2_sensor,2023-11-27 02:40:00+01:00,401.508766944397,401.508766944397
17,co2_sensor,2023-11-27 02:50:00+01:00,401.49702370732007,401.49702370732007
18,co2_sensor,2023-11-27 03:00:00+01:00,401.4900024109047,401.4900024109047
19,co2_sensor,2023-11-27 03:10:00+01:00,401.4862005004669,401.4862005004669
20,co2_sensor,2023-11-27 03:20:00+01:00,401.484125514833,401.484125514833
21,co2_sensor,2023-11-27 03:30:00+01:00,401.4829559312943,401.4829559312943
22,co2_sensor,2023-11-27 03:40:00+01:00,401.4823800572476,401.4823800572476
23,co2_sensor,2023-11-27 03:50:00+01:00,401.4820145085866,401.4820145085866
24,co2_sensor,2023-11-27 04:00:00+01:00,401.48181062105925,401.48181062105925
25,co2_sensor,2023-11-27 04:10:00+01:00,400.8451398759265,400.8451398759265
26,co2_sensor,2023-11-27 04:20:00+01:00,401.1334298687996,401.1334298687996
27,co2_sensor,2023-11-27 04:30:00+01:00,401.2899730940629,401.2899730940629
28,co2_sensor,2023-11-27 04:40:00+01:00,401.3721336283026,401.3721336283026
29,co2_sensor,2023-11-27 04:50:00+01:00,401.42159467560737,401.42159467560737
30,co2_sensor,2023-11-27 05:00:00+01:00,404.6140276277824,404.6140276277824
31,co2_sensor,2023-11-27 05:10:00+01:00,409.40536240317687,409.40536240317687
32,co2_sensor,2023-11-27 05:20:00+01:00,412.0169030334703,412.0169030334703
33,co2_sensor,2023-11-27 05:30:00+01:00,413.4124955862744,413.4124955862744
34,co2_sensor,2023-11-27 05:40:00+01:00,414.1653163015655,414.1653163015655
35,co2_sensor,2023-11-27 05:50:00+01:00,414.53250724885226,414.53250724885226
36,co2_sensor,2023-11-27 06:00:00+01:00,417.9188422083212,417.9188422083212
37,co2_sensor,2023-11-27 06:10:00+01:00,422.8640464941873,422.8640464941873
38,co2_sensor,2023-11-27 06:20:00+01:00,425.5431487799687,425.5431487799687
39,co2_sensor,2023-11-27 06:30:00+01:00,426.9628250764023,426.9628250764023
40,co2_sensor,2023-11-27 06:40:00+01:00,424.5324666820183,424.5324666820183
41,co2_sensor,2023-11-27 06:50:00+01:00,426.72999129189895,426.72999129189895
42,co2_sensor,2023-11-27 07:00:00+01:00,427.89457811222655,427.89457811222655
43,co2_sensor,2023-11-27 07:10:00+01:00,435.3312837838221,435.3312837838221
44,co2_sensor,2023-11-27 07:20:00+01:00,461.5493348321936,461.5493348321936
45,co2_sensor,2023-11-27 07:30:00+01:00,489.53670615036566,489.53670615036566
46,co2_sensor,2023-11-27 07:40:00+01:00,524.5231819153219,524.5231819153219
47,co2_sensor,2023-11-27 07:50:00+01:00,546.3993880105122,546.3993880105122
48,co2_sensor,2023-11-27 08:00:00+01:00,567.6915891299774,567.6915891299774
